48,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-47,-47,-47,-47,44,44,44,44,44,44,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,44
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-47,4,4,-47,-47,-47,-47,44,44,44,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,44
-1,-1,-1,-1,1,1,2,1,3,3,2,3,1,1,1,3,3,3,1,2,2,3,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-48,4,4,4,4,4,-47,-47,44,44,44,44,44,-1,-1,-1,-1,-1,-1,44,44,44,44
-1,-1,-1,-1,2,1,2,1,3,3,3,3,2,3,3,1,1,3,1,2,3,1,1,1,2,2,1,1,3,1,-1,-1,-1,-1,-1,-1,-47,1,1,1,4,1,4,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-47,-47,44,44,44,44,-1,-1,-1,-1,-1,-1,44,44,44,44
-1,-1,-1,-1,2,2,-1,-1,3,2,3,2,2,3,2,2,1,2,3,2,3,1,3,3,1,2,1,1,3,3,-1,-1,-1,-1,-1,-1,-47,1,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-47,44,44,44,44,-1,-1,-1,-1,44,44,44,44,44,44
-1,-1,-1,-1,2,2,-1,-1,1,2,3,3,1,2,2,1,2,3,2,2,3,3,2,2,2,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-47,4,-47,4,1,4,4,4,4,4,4,4,-47,-47,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-47,34,33,-47,-47,44,44,44,44,-1,-1,-1,-1,44,44,44,44,44,44
-1,-1,-1,-1,2,2,-1,-1,2,3,1,2,1,1,2,2,2,1,3,3,2,2,3,1,1,1,3,3,2,3,3,1,-1,-1,-1,-1,-47,4,-47,4,4,4,4,4,4,4,4,4,4,-47,-47,-47,-47,-47,4,4,4,4,4,4,4,4,4,-47,-47,-47,-47,1,4,-47,-47,-47,44,44,44,44,44,44,44,44,44,44,44,44,44
-1,-1,-1,-1,3,2,-1,-1,1,2,3,3,2,1,2,3,1,3,1,1,2,3,1,1,2,1,2,2,3,2,1,1,-1,-1,-1,-1,-47,4,-47,4,4,4,4,1,4,4,4,4,4,4,4,4,4,-47,-47,-47,-47,4,4,4,4,-47,-47,-47,1,4,1,4,1,-47,-47,-47,44,44,44,44,44,44,44,44,44,44,44,44,44
-1,-1,-1,-1,2,2,3,2,2,3,2,3,3,3,3,1,3,1,1,3,3,1,1,1,3,1,1,3,2,3,3,1,-1,-1,-1,-1,-47,4,34,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,-47,-47,-47,-47,-47,-47,4,4,4,1,4,1,4,4,-47,-47,-47,44,44,44,44,44,44,44,44,44,44,44,44
-1,-1,-1,-1,3,3,3,1,2,2,2,1,2,2,1,1,2,3,2,2,1,2,3,3,2,2,2,3,1,2,3,2,-1,-1,-1,-1,-47,1,33,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,4,-47,1,-47,-47,44,44,-47,-47,-47,-47,-47,-47,-47,44,44
-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,33,34,34,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-48,1,-47,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,4,-47,-47,1,-47,-47,-47,-47,1,-47,-47,-47,-47,-47,-47,44
-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,33,34,34,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,-47,1,1,1,1,1,1,-47,1,1,-47,-47,-47,-47
