34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-44,-44,-44,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57
-44,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-44,-44,-44,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57
-44,-47,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-47,-44,-47,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-44,-44,-44,-44,-44
-44,-47,-47,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,-47,-47,-44,-47,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-44,-44,-44,-44,-44
-44,-57,-57,56,57,10,11,57,57,57,57,57,57,57,57,57,57,57,57,58,-57,-57,-44,-47,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-44,-44,-44,-44,-44
-44,-57,-57,56,57,12,13,57,57,57,57,57,57,57,57,57,57,57,57,58,-57,-57,-44,-57,56,57,58,-57,-57,-57,-57,-57,-57,53,54,54,55,-57,-57,-57,-57,-57,-57,-44,-44,-44,-44,-44
-44,-57,-57,59,60,60,60,60,60,60,60,60,60,57,57,60,60,60,60,61,-57,-57,-44,-57,56,57,58,-57,57,57,57,57,-57,59,60,60,61,-57,57,57,57,57,-57,-44,-44,-44,-44,-44
-44,-57,-57,36,36,-57,-57,-57,-57,-57,-57,-57,-57,56,58,-57,-57,-57,-57,-57,-57,-57,-44,-57,56,57,58,-57,57,57,57,57,-57,-57,36,36,-57,-57,57,57,57,57,-57,-44,-44,-44,-44,-44
-44,-57,57,57,57,57,57,57,-57,53,54,54,54,57,57,54,54,54,54,55,-57,-57,-44,-57,56,57,58,-57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,-57,-44,-44,-44,-44,-44
-44,-57,57,57,57,-18,57,57,-57,56,57,57,57,57,57,57,57,57,57,58,-57,-57,-44,-57,56,57,58,-57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,-57,-44,-44,-44,-44,-44
-44,-57,57,57,57,19,-104,57,-57,56,57,57,57,57,57,57,57,57,57,58,-57,-57,-44,-57,56,57,58,-57,57,57,-103,-18,57,57,57,57,57,57,57,57,57,57,-57,-44,-44,-44,-44,-44
-44,-57,57,57,57,57,57,57,-57,59,60,60,60,60,60,60,60,60,57,58,-57,-57,-44,-57,56,57,58,-57,57,57,-103,19,57,57,57,57,57,57,57,-103,57,57,-57,-44,-44,-44,-44,-44
-44,-57,57,57,57,57,57,-104,-57,-57,-57,-57,-57,36,36,-57,-57,-57,56,58,-57,-57,-44,-57,56,57,58,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-44,-44,-44,-44,-44
-44,-57,-57,-57,-57,-57,-57,-57,-104,57,57,57,57,57,57,57,57,-57,56,58,-57,-57,-44,-57,56,57,58,-57,-57,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44
-44,-44,-44,-44,-44,-44,-44,-57,57,57,57,57,57,57,57,57,57,-57,59,61,-57,-57,-44,-57,56,57,58,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,-57,-57,-57,-57,-57,-57
-44,-44,-44,-44,-44,-44,-44,-57,57,57,57,57,57,57,57,57,57,-57,-57,-57,-57,-57,-44,-57,56,57,57,54,54,54,54,54,54,54,55,-57,-57,53,54,54,54,54,54,54,54,54,55,-57
-57,-57,-57,-57,-57,-44,-44,-57,57,57,57,57,57,57,57,57,57,57,57,57,-103,-57,-44,-57,56,10,11,57,57,57,57,57,57,57,58,-57,-57,56,57,57,57,57,57,57,57,57,58,-57
-57,-57,-57,-57,-57,-44,-44,-57,-57,-57,-57,-57,57,57,57,-57,-57,-57,-57,-57,-57,-57,-44,-57,56,12,13,57,57,60,60,60,60,60,61,-57,-57,59,60,60,60,60,57,57,57,57,58,-57
-57,-57,-57,-57,-57,-44,-44,-44,-44,-44,-44,-57,57,57,57,-57,-44,-44,-44,-44,-44,-44,-44,-57,56,57,57,57,58,-57,-57,36,36,-57,-57,-57,-57,-57,36,36,-57,-57,56,57,57,57,58,-57
-57,-57,-57,-57,-57,-44,-44,-44,-44,-44,-44,-57,57,57,57,-57,-57,-57,-57,-57,-57,-57,-44,-57,56,57,57,57,58,-57,57,57,57,57,10,11,57,57,57,57,57,-57,56,57,57,57,58,-57
-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,57,57,57,-57,-57,-57,-57,-57,-57,-47,-44,-57,56,-18,57,57,58,-57,57,57,57,57,12,13,57,57,57,57,57,-57,56,57,57,57,58,-57
-57,-57,-57,-57,-57,-57,-57,-14,57,57,57,57,57,57,57,57,57,57,57,57,57,-57,-44,-57,56,19,57,-104,58,-57,57,57,57,57,57,57,57,57,57,57,57,-57,56,57,57,57,58,-57
,,,,,,,-14,56,57,57,57,57,57,57,57,57,57,57,57,57,-57,-44,-57,59,60,-104,60,61,-57,57,57,57,57,57,57,57,57,57,57,57,-57,56,57,57,57,58,-57
,,,,,,,-14,56,57,10,11,57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-44,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-56,57,57,57,58,-57
,,,,,,,-14,56,57,12,13,57,-57,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-57,57,57,57,58,-57
,,,,,,,-14,56,57,57,57,57,-57,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-57,57,57,57,58,-57
,,,,,,,-14,56,57,57,57,57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,57,57,57,58,-57
,,,,,,,-14,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,-57
,,,,,,,-14,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,60,60,60,60,61,-57
,,,,,,,-14,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,-57,-57,-57,-57,-57,-57
,,,,,,,-14,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,-14,,,,,
,,,,,,,-14,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,-14,,,,,
,,,,,,,-14,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,61,-14,,,,,
,,,,,,,-14,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-14,,,,,
