40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
,39,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,38,,39,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,30,,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,38,,
,32,27,,,,,,,,,,,,,,,,,,29,30,,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,38,30,,
,32,30,,,,,,,,,,,,,,,,,,32,30,,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,38,30,30,,
,32,30,,,,,,,,,,,,,,,,,,32,30,,32,,,,39,34,34,34,34,38,,,,,39,34,34,34,34,38,30,30,30,,
,32,30,,,,,,,,,,,,,,,,,,32,30,,32,,,,32,,,,,30,,,,,32,,,,,30,30,30,30,,
,32,33,,,34,34,34,34,34,34,34,38,,,39,34,34,34,34,35,30,,32,,,,32,,,,,33,34,,,34,35,,,,,30,30,30,30,,
,32,,,,,,,27,,,,,,,,,,,,29,30,,32,,,,32,,,,,,,,,,,,,,,30,30,30,30,,
,32,,,,,,,30,,,,,,,,,,,,32,30,,32,,,,32,,,,,,,,,,,,,,,30,30,30,30,,
,32,,,,,,,30,,,,,,,,,,,,32,30,,32,,,,32,,,,,,,,,,,,,,,30,30,30,33,34,34
,32,,,,,,,30,,,,,,,,,,,,32,30,,32,,,,32,,,,,,,,,,,,,,,30,30,33,34,34,34
,32,,,,,,,33,34,34,34,34,,,34,34,38,,,32,30,,32,,,,32,27,28,28,28,28,28,28,28,28,28,28,28,28,28,36,33,34,34,34,34
,36,28,28,28,28,28,29,,,,,,,,,,30,,,32,30,,32,,,,32,30,,,,,,,,,,,,,,,,,,,
,,,,,,,32,,,,,,,,,,30,,,32,30,,32,,,,32,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
,,,,,,,32,,,,,,,,,,33,34,34,35,30,,32,,,,,,,,,,,,29,27,,,,,,,,,,,29
34,34,34,34,38,,,32,,,,,,,,,,,,,,30,,32,,,,,,,,,,,,32,30,,,,,,,,,,,32
,,,,30,,,37,28,28,28,29,,,,27,28,28,28,28,28,36,,32,,,,,,,,,,,,32,30,,,,,,,,,,,32
,,,,30,,,,,,,32,,,,30,,,,,,,,32,,,,,,39,34,,,34,34,35,33,34,,,34,38,,,,,,32
,,,,33,34,34,34,34,34,34,35,,,,33,34,34,34,34,34,38,,32,,,,,,32,,,,,,,,,,,,30,,,,,,32
34,34,34,34,34,34,34,34,34,34,34,35,,,,33,34,34,34,34,34,30,,32,,,,,,32,,,,,,,,,,,,30,,,,,,32
34,34,34,34,34,34,34,38,,,,,,,,,,,,,,30,,32,,,,,,32,,,,,,,,,,,,30,,,,,,32
,,,,,,,30,,,,,,,,,,,,,,30,,32,,,,,,32,,,,,,,,,,,,30,,,,,,32
,,,,,,,30,,,,,,27,28,28,28,28,28,28,28,28,,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,,,,,32
,,,,,,,30,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,32
,,,,,,,30,,,,,,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,,,,,32
,,,,,,,30,,,,,,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,,,,,32
,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,34,34,34,34,35
,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,
,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,
,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,
,,,,,,,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,,,,,
