121,24,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,45,,,43,,,,,,,,,,
,,,,,,,,,,45,,,43,,,,,,,,,,
,,,,,,,,,,45,,,43,,,,,,,,,,
,,,,,,,,,,45,,,43,,,,,,,,,,
,,,,,,,,,,45,,,43,,,,,,,,,,
,,,,,,52,47,47,47,48,,,46,47,47,47,47,47,47,47,47,47,47
,,,,,,45,92,93,93,93,100,101,93,93,93,93,93,93,93,93,93,93,93
41,41,41,42,,,45,95,,,,100,101,,,,,,,,,,,
,,,45,,,45,95,,,,100,101,,,,,,,,,,,
,,,49,41,42,45,95,,,,100,101,,,,,,,,,,,
,,,,,45,45,95,,,,100,101,,,,,,,,,,,
,,,,,45,45,102,102,102,102,102,102,102,102,102,,,,,,,,
,,,,,45,45,103,103,103,103,103,103,103,103,103,,,,,,,,
,,,,52,48,45,100,101,,,,,,100,101,,,,,,,,
,,,,45,,45,100,101,,,,,,100,101,102,102,102,102,,,,
,,,,45,,45,100,101,,,,,,100,101,103,103,103,103,,,,
,,,,45,,45,100,101,,,,,,100,101,,,,,,,,
,,,,45,,45,100,101,,,,,,100,101,,,,,,,,
,,,,45,,45,100,101,,,,,,100,101,,,,,,,,
,,,,45,,45,95,,,,,,,100,101,,,,,,,,
,,,,45,,45,95,,,,,,,100,101,,,,,,,,
,,,,45,,45,95,,,,,,,100,101,,,,,,,,
,,,,45,,45,95,,,,,,,100,101,,,,,,,,
,,,,45,,45,95,,,,,,,100,101,,,,,,,,
,,,,49,42,49,41,42,,,,,,100,101,,,,,,,,
,,,,,45,,,45,95,,,,,100,101,,,,,,,,
,,,,,45,,,45,95,,,,,100,101,,,,,,,,
,,,,,45,,,45,102,102,102,102,102,102,102,102,102,102,102,,,,
,,,,,45,,,45,103,103,103,103,103,103,103,103,103,103,103,,,,
,,,,,49,42,52,48,95,,,,,,,,,100,101,,,,
,,,,,,45,45,92,,,,,,,,,,100,101,,,,
,,,,,,45,45,95,,,,,,,,,,100,101,,,,
,,,,,,45,45,100,101,,,,102,102,102,102,102,102,102,,,,
,,,,,,45,45,100,101,,,,103,103,103,103,103,103,103,,,,
,,,,,,45,45,100,101,,,,100,101,,,,,,,,,
,,,,,,45,45,100,101,,,,100,101,,,,98,98,,,,
,,,,,,45,45,100,101,,,,100,101,,,96,,,95,,,
,,,,,,45,45,100,101,102,102,102,102,102,,,96,,,95,,,
,,,,,52,48,45,100,101,103,103,103,103,103,,,96,,,95,,,
,,,,,45,,45,100,101,,,,,,,,96,,,95,,,
,,,52,47,48,,45,100,101,,,,,,,,96,,,95,,,
47,47,47,48,,,,45,100,101,,,,,,,,,93,93,,,,
47,47,47,47,47,47,47,48,100,101,,,,,,,,,,,,,,
,,,,,,,,100,101,102,102,102,102,102,102,102,102,102,102,,,,
,,,,,,,,100,101,103,103,103,103,103,103,103,103,103,103,,,,
,,,,,,,,100,101,,,100,101,,,,,,,,,,
,,,,,,,,100,101,,,100,101,,,,,,,,,,
,,,,,,,,100,101,,,100,101,,,,,,,,,,
,,,,,,,,95,,,,102,102,102,102,100,101,,,,,,
,,,,,,,,95,,,,103,103,103,103,100,101,,,,,,
,,,,,,,,95,,,,,,,,100,101,102,102,,,,
,,,,,,,,95,,,,,,,,100,101,103,103,,,,
,,,,,,,,95,,,,,,,,100,101,,,,,,
,,,,,,,,95,,,,,,,,100,101,,,,,,
,,,,,,,,102,102,102,102,100,101,,,100,101,,,,,,
,,,,,,,,103,103,103,103,100,101,,,100,101,98,98,,,,
,,,,,,,,100,101,,,100,101,,96,,,,,95,,,
,,,,,,,,100,101,,,100,101,,96,,,,,95,,,
,,,,,,,,100,101,,,102,102,102,102,,,,,95,,,
,,,,,,,,100,101,,,103,103,103,103,,,,,95,,,
,,,,,,,,100,101,,,,,,,93,93,93,93,,,,
,,,,,,,,100,101,,,,,,,,,,,,,,
,,,,,,,,100,101,,,,,,,,,,,,,,
,,,,,,,,100,101,102,102,102,102,102,102,102,102,102,102,,,,
,,,,,,,,100,101,103,103,103,103,103,103,103,103,103,103,,,,
,,,,,,,,95,,,,,,100,101,,,,,,,,
,,,,,,,,95,,,,,,100,101,,,,,,,,
,,,,,,,,95,,,,,,100,101,,,,,,,,
,,,,,,,,97,98,98,98,98,98,100,101,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,92,93,93,93,93,93,100,101,,,,,,,,
,,,,,,,,95,,,,,,100,101,,,,,,,,
,,,,,,,,95,,,,,,100,101,,,,,,,,
,,,,,,,,95,,,,,,100,101,,,,,,,,
,,,,,,,,95,,,,,,100,101,,,,,,,,
,,,,,,,,95,,,,,,100,101,,,,,,,,
,,,,,,,,95,,,,,,100,101,,,,,,,,
,,,,,,,,95,,,,,,102,102,102,102,102,102,,,,
,,,,,,,,95,,,,,,103,103,103,103,103,103,,,,
,,,,,,,,95,,,,,,,,,,100,101,,,,
,,,,,,,,95,,,,,,,,,,100,101,,,,
,,,,,,,,95,,98,98,98,98,98,98,98,98,100,101,98,,,
,,,,,,,,100,101,,,,,,,,,,,,95,,
,,,,,,,,100,101,,,,,,,,,,,,95,,
,,,,,,,,100,101,,,,,,,,,,,,95,,
,,,,,,,,100,101,,,,,,,,,,,,95,,
,,,,,,,,100,101,,,,,,,,,,,,95,,
,,,,,,,,100,101,93,93,93,93,93,93,93,93,93,93,93,,,
,,,,,,,,100,101,,,,,,,,,,,,,,
,,,,,,,,100,101,,,,,,,,,,,,,,
,,,,,,,,102,102,102,102,102,102,102,102,102,102,,,,,,
,,,,,,,,103,103,103,103,103,103,103,103,103,103,,,,,,
,,,,,,,,95,,,,,,100,101,,,,,,,,
,,,,,,,,95,,,,,,100,101,,,,,,,,
,,,,,,,,95,,,,,,100,101,,,,,,,,
,,,,,,,,97,98,98,98,,,100,101,,,,,,,,
,,,,,,,,,,,,95,,100,101,,,,,,,,
,,,,,,,,,,,,95,,100,101,,,,,,,,
,,,,,,,,,,,,102,102,100,101,,,,,,,,
,,,,,,,,,,,,103,103,100,101,,,,,,,,
,,,,,,,,,,,,95,,100,101,102,102,102,102,,,,
,,,,,,,,,,,,95,,100,101,103,103,103,103,,,,
,,,,,,,,102,102,102,102,102,102,100,101,,,,,,,,
,,,,,,,,103,103,103,103,103,103,100,101,,,,,,,,
,,,,,,,,95,,,,,,100,101,102,102,102,102,,,,
,,,,,,,,95,,,,,,100,101,103,103,103,103,,,,
,,,,,,,,95,,,,,,,,,,100,101,,,,
,,,,,,,,97,98,98,98,98,98,,,,,100,101,,,,
,,,,,,,,,,,,,,102,102,102,102,102,102,,,,
,,,,,,,,,,,,,,103,103,103,103,103,103,,,,
,,,,,,,,,,,,,,95,,100,101,,,,,,
,,,,,,,,,,,,,,95,,100,101,,,,,,
,,,,,,,,,,,,,,95,,100,101,,,,,,
,,,,,,,,,,,,,,95,,100,101,,,,,,
,,,,,,,,,,,,,,102,102,102,102,,,,,,
,,,,,,,,,,,,,,103,103,103,103,,,,,,
,,,,,,,,,,,,,,100,101,,,,,,,,
,,,,,,,,,,,,,,100,101,,,,,,,,
,,,,,,,,,,,,,,100,101,,,,,,,,
