14,13,,,,,,,,,,,
-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19
-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19
19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19
19,-19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,-19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,-19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,-19,19
19,19,19,19,19,19,19,19,19,19,19,19,19
-19,19,19,-19,19,19,19,19,19,-19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19
-14,-14,-14,-14,-14,-14,14,-14,-14,-14,-14,-14,-14
