14,13,,,,,,,,,,,
-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32
-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32
32,32,32,32,32,32,32,32,32,32,32,32,32
31,30,30,30,30,30,30,30,30,30,30,30,30
31,30,30,30,30,30,30,30,30,30,30,30,30
31,30,30,30,30,30,30,30,30,30,30,30,30
31,30,30,30,30,30,30,30,30,30,30,30,30
31,30,30,30,30,30,30,30,30,30,30,30,30
31,30,30,30,30,30,30,30,30,30,30,30,30
31,30,30,30,30,30,30,30,30,30,30,30,30
31,30,30,30,30,30,30,30,30,30,30,30,30
31,30,30,30,30,30,30,30,30,30,30,30,30
31,30,30,30,30,30,30,30,30,30,30,30,30
-14,-14,-14,-14,-14,-14,14,-14,-14,-14,-14,-14,-14
