14,,,,,,,,,,,,,,
52,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,51
45,52,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,51,-43
45,45,-127,-126,-127,-19,19,19,-19,-19,-127,-127,-127,-43,-43
45,45,-127,-127,-127,19,19,19,19,19,-127,-127,-126,-43,-43
45,45,-127,-127,-127,19,19,19,19,19,-127,-126,-127,-43,-43
45,45,-126,-127,-126,19,19,19,19,19,-126,-127,-127,-43,-43
45,45,-127,-127,-127,19,19,19,19,19,-127,-127,-127,-43,-43
45,45,-126,-127,-126,19,19,19,19,19,-126,-127,-126,-43,-43
45,45,-127,-126,-127,19,19,19,19,19,-127,-127,-127,-43,-43
45,45,-127,-127,-127,19,19,19,19,19,-126,-127,-127,-43,-43
45,45,-127,-126,-127,19,19,19,19,19,-127,-127,-127,-43,-43
45,45,-126,-127,-127,-19,19,19,19,-19,-127,-127,-126,-43,-43
45,45,-127,-127,-127,19,19,19,19,19,-127,-127,-127,-43,-43
45,-16,-16,-16,-16,-16,-16,15,-16,-16,-16,-16,-16,-16,-43
