59,24,,,,,,,,,,,,,,,,,,,,,,
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-102,2,2,90,2,90,2,90,2,2,2,2,2,2,2,2,2,2
-2,-2,-2,-2,-2,-2,-101,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-2,-2,-2,-2,-2,-2,-102,-100,-100,2,2,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
-2,-2,-2,-2,-2,-2,-101,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-2,-2,-2,-2,-2,-2,-101,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-2,-2,-2,-2,-2,-2,-102,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,2,2,-100,-100,-100,-100
-2,-2,-2,-2,-2,-2,-101,2,90,2,90,2,2,2,2,2,2,2,2,2,2,2,2,2
-2,-2,-2,-2,-2,-2,-101,90,2,90,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-2,-2,-2,-2,-2,-2,-101,2,90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-2,-2,-2,-2,-2,-2,-102,-100,-100,-100,-100,-100,-100,-100,20,21,22,-102,-100,-100,-100,-100,-100,-100
-2,-2,-2,-2,-2,-2,-101,2,2,2,2,2,2,2,23,24,25,-101,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-101,2,2,2,2,2,2,2,23,24,25,-101,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,23,24,25,-101,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,23,24,25,-101,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-101,5,5,5,5,5,-2,-2,23,24,25,-101,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-101,5,5,5,5,5,-2,-2,23,24,25,-101,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-101,5,5,5,5,5,-2,-2,23,24,25,-101,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-101,5,5,5,5,5,-2,-2,23,24,25,-101,-2,-2,-2,-2,-2,-2
-2,-2,-2,-2,-2,-2,-101,5,5,5,5,5,-2,-2,23,24,25,-101,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-101,5,5,5,5,5,-2,-2,23,24,25,-101,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,2,2,2,-2,-2,23,24,25,-101,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,2,2,2,-2,-2,23,24,25,-101,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,20,21,22,-2,-2,23,24,25,-101,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,-101,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,-101,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,-101,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,-102,-100,-100,-100,-102,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,2,2,2,2,-101,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,2,2,2,2,-101,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,2,2,2,2,-101,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,2,2,23,24,25,2,2,2,2,-101,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,2,2,2,2,-101,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,2,2,2,2,-101,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,2,2,2,2,-101,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,2,2,90,2,-101,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,2,90,2,2,-101,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,2,2,90,2,-101,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,2,90,2,2,-101,0,0
-2,-2,-2,-2,-2,-2,-101,2,2,23,24,25,-2,-2,23,24,25,2,2,90,2,-101,0,0
-2,-2,-2,-2,-2,-2,-102,2,2,23,24,25,-2,-2,23,24,25,2,90,2,2,-101,0,0
-2,-2,20,21,21,21,21,21,21,29,24,25,-2,-2,23,24,25,2,2,90,2,-101,0,0
-2,-2,23,24,24,24,24,24,24,24,24,25,2,2,23,24,25,2,2,2,2,-101,0,0
2,2,26,27,27,27,27,27,27,27,27,28,2,2,23,24,25,2,2,2,2,-101,0,0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,23,24,25,2,2,2,2,-101,0,0
2,2,2,2,90,2,90,2,90,2,90,2,2,2,23,24,25,2,2,2,2,-101,0,0
2,2,2,2,2,90,2,90,2,90,2,2,2,2,23,24,25,2,2,2,2,-101,0,0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,23,24,25,2,2,2,2,-101,0,0
21,21,21,21,21,21,21,21,21,21,21,21,21,21,29,24,25,2,2,2,2,-101,0,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,2,2,2,2,-101,0,0
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,2,2,2,2,-101,0,0
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-102,0,0
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0
