53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-23,-24,-24,-24,-24,-25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-23,-24,24,24,-24,-25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0
-2,5,5,5,5,5,5,5,5,5,2,2,23,24,24,24,24,25,2,2,5,5,5,5,0,0,0,0,0,0
-2,5,5,5,5,5,5,5,5,5,2,2,23,24,24,24,24,25,2,5,5,5,5,5,0,0,0,0,0,0
-2,5,5,5,5,5,5,5,5,2,2,2,23,24,24,24,24,25,2,5,5,5,5,5,0,0,0,0,0,0
-2,5,5,5,5,5,5,5,5,2,2,2,23,24,24,24,24,25,2,5,5,5,5,5,0,0,0,0,0,0
-2,5,5,5,5,5,5,2,2,2,2,20,29,24,24,24,24,25,2,2,5,5,5,5,0,0,0,0,0,0
-2,5,5,5,5,5,5,2,2,2,2,23,24,24,24,24,24,25,2,2,5,5,5,5,0,0,0,0,0,0
-2,5,5,5,5,5,5,2,2,2,20,29,24,24,24,24,24,25,2,2,5,5,5,5,0,0,0,0,0,0
-2,5,5,5,5,5,2,2,2,20,29,24,24,24,24,24,24,25,2,2,2,5,5,5,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-2,-2,2,23,24,24,24,24,24,24,24,25,2,2,2,5,5,5,0,0,0,0,0,0
-44,-44,-44,-44,-44,-44,-44,-2,20,29,24,24,24,24,24,24,24,30,22,2,2,2,2,5,0,0,0,0,0,0
-44,-44,-44,-44,-44,-44,-44,-2,-23,-24,-24,-24,24,24,24,24,-24,-24,-25,-2,-2,-2,2,2,0,0,0,0,0,0
-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-24,24,24,24,24,-24,-44,-44,-44,-44,-2,2,2,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-2,-23,-24,-24,-24,-24,24,24,24,24,-24,-44,-44,-44,-44,-2,-2,-2,0,0,0,0,0,0
-2,5,5,5,5,5,2,23,24,24,24,24,24,24,24,24,-24,-24,-25,-2,-2,-2,-2,-2,0,0,0,0,0,0
-2,5,5,2,5,5,2,23,24,24,24,24,24,24,24,24,24,24,25,2,2,2,2,2,0,0,0,0,0,0
-2,5,2,5,5,2,2,23,24,24,24,24,24,24,24,24,24,24,25,2,2,2,2,5,0,0,0,0,0,0
-2,5,5,5,5,2,20,29,24,24,24,24,24,24,24,24,24,24,25,2,2,2,5,5,0,0,0,0,0,0
-2,5,5,5,2,2,23,24,24,24,24,24,24,24,24,24,24,24,25,2,2,5,5,5,0,0,0,0,0,0
-2,-2,-2,-2,-2,-2,-23,-24,-24,-24,-24,-24,-24,-24,24,24,24,24,25,2,5,5,5,5,0,0,0,0,0,0
-44,5,5,5,5,5,5,5,5,5,5,5,5,-24,24,24,24,24,25,2,5,5,5,5,0,0,0,0,0,0
-44,5,5,5,5,5,5,5,5,5,5,5,5,-24,24,24,24,24,25,2,2,5,5,5,0,0,0,0,0,0
-44,5,5,5,5,5,5,5,5,5,5,5,5,-24,24,24,24,32,28,2,2,5,5,5,0,0,0,0,0,0
-44,5,5,5,5,5,5,5,5,5,5,5,5,-24,24,24,24,25,2,2,2,2,5,5,0,0,0,0,0,0
-44,5,5,5,5,5,5,5,5,5,5,5,5,-24,24,24,24,25,2,2,2,2,2,5,0,0,0,0,0,0
-44,5,5,5,5,5,5,5,5,5,5,5,5,-24,24,24,24,25,2,-2,-2,-2,2,2,0,0,0,0,0,0
-44,-2,-2,-2,-2,-2,-2,33,34,-24,-24,-24,-24,-24,24,24,24,25,2,-2,-44,-2,2,2,0,0,0,0,0,0
-44,-2,5,5,5,2,2,23,24,24,24,24,24,24,24,24,24,25,2,-2,-44,-2,2,2,0,0,0,0,0,0
-44,-2,5,2,5,2,2,26,31,24,24,24,24,24,24,24,24,25,2,-2,-44,-2,2,2,0,0,0,0,0,0
-44,-2,5,5,5,2,2,2,26,31,24,24,24,24,24,24,24,30,22,-2,-44,-2,2,2,0,0,0,0,0,0
-44,-2,2,2,5,2,2,2,2,23,24,24,24,24,24,-24,-24,-24,-25,-2,-44,-2,2,2,0,0,0,0,0,0
-44,-2,5,5,5,2,2,2,2,23,24,24,24,24,24,-24,-44,-44,-44,-44,-44,-2,2,2,0,0,0,0,0,0
-44,-2,-2,-2,-2,-2,2,2,2,26,31,24,24,24,24,-24,-24,-24,-24,-25,-2,-2,2,2,0,0,0,0,0,0
-44,-44,-44,-44,-44,-2,2,2,2,2,23,24,24,24,24,24,24,24,24,25,2,2,2,2,0,0,0,0,0,0
-44,-44,-44,-44,-44,-2,5,2,2,2,26,31,24,24,24,24,24,24,24,30,21,22,2,2,0,0,0,0,0,0
-44,-44,-44,-44,-44,-2,5,5,2,2,2,26,31,24,24,24,24,24,24,24,24,30,22,2,0,0,0,0,0,0
