74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45,,,,,,,,,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,51,,,
,45,,,52,47,47,47,47,47,48,,,,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,51,,,,52,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,5,6,5,6,5,6,,,,,,5,6,5,6,5,6,5,6,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,51,,43,,,
,45,,,45,52,47,47,47,47,47,47,47,47,48,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,43,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,3,4,,,,,,3,4,3,4,3,4,3,4,95,,,,,,,,,,,,,,,,,,43,,46,47,47,51
,45,52,47,48,45,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,43,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,2,,,,,,1,2,1,2,1,2,1,2,95,,,,,,,,,,,,,,,,,,46,47,47,51,,43
,45,45,,,45,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,46,47,47,47,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,43,,43
,45,45,,52,48,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,43,,43
,45,45,,45,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,43,,43
,45,45,,45,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,43,,43
,45,45,,45,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,43,,43
,45,45,,45,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,92,93,93,93,93,94,,,,,,92,93,93,93,93,94,,,95,,,,,,,,,,,,,,,,,,,,,43,,43
,45,45,,45,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,,,,,,,,,,,,,,,,,95,,,,,96,,,,,,95,,,,,96,,,95,,,,,,,,,,,,,,,,,,,,,43,,43
,45,45,,45,,,,,,,,,,,,,,,,,,,,,,,,,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,94,,,,,,,,,,,,,,,,,97,98,98,98,98,99,,,,,,97,98,98,98,98,99,,,95,,,,,,,,,,,,,,,,,,,,,43,,43
,45,45,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,43,,43
