44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-44,-44,-44,-44,-44,-44,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57
-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-44,-44,-44,-44,-44,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57
-57,-57,24,24,24,24,24,32,27,28,57,57,57,-57,-44,-44,-44,-44,-57,-24,24,24,24,24,24,24,24,24,24,24,32,27,27,27,27,27,27,31,24,24,24,24,24,24,24,24,-24,-57
-57,-57,24,24,24,32,27,28,57,57,57,57,57,-57,-44,-44,-44,-57,-24,24,24,24,24,24,24,24,24,32,27,27,28,57,57,57,57,57,57,26,27,27,27,31,24,24,24,24,-24,-57
-57,-57,24,24,32,28,57,57,57,57,10,11,57,-57,-44,-44,-44,-57,26,31,24,24,24,24,24,24,32,28,57,57,57,57,57,57,57,57,57,57,57,57,57,26,31,24,24,24,-24,-57
-57,-57,24,24,25,57,57,57,57,57,12,13,57,-57,-44,-44,-57,-57,57,26,31,24,24,32,27,27,28,57,57,57,57,57,57,57,57,10,11,57,57,57,57,57,26,31,24,24,-24,-57
-57,-57,24,32,28,17,57,57,57,57,57,57,57,-57,-44,-44,-57,57,57,57,26,27,27,28,57,57,57,57,57,57,57,57,57,57,57,12,13,57,57,57,57,57,57,26,31,24,-24,-57
-57,-57,24,25,57,57,57,57,57,57,57,57,20,-21,-44,-57,-57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,-103,57,57,23,24,-24,-57
-57,-57,24,25,57,57,57,57,57,57,57,57,23,-24,-44,-57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,-103,-103,-103,-103,23,24,-24,-57
-57,-57,24,25,57,57,57,57,57,57,57,57,23,-24,-44,-57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,-103,-104,57,23,24,-24,-57
-57,-57,32,28,57,57,57,57,57,57,57,20,29,-24,-44,-57,57,57,57,57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,57,57,57,57,57,57,57,57,57,26,31,-24,-57
-57,-57,25,57,57,57,57,57,57,57,57,23,24,-24,-44,-57,57,57,57,57,-57,-44,-44,-44,-44,-57,-57,-44,-44,-44,-44,-57,-57,-44,-57,57,57,57,57,57,57,57,57,57,57,23,-24,-57
-57,-57,25,57,57,57,57,57,10,11,57,23,24,-24,-44,-57,57,57,57,57,-57,-44,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,57,57,57,57,57,57,57,57,57,57,23,-24,-57
-57,-57,25,57,57,57,57,57,12,13,57,23,24,-24,-44,-57,57,57,57,57,-57,-44,-57,-103,-104,57,57,57,57,57,-103,-103,-104,-103,57,57,20,22,57,57,57,57,57,57,57,23,-24,-57
-57,-57,25,57,57,57,57,57,57,57,57,23,24,-24,-44,-57,57,57,57,17,-57,-44,-57,-104,57,57,57,57,57,57,57,57,57,57,57,57,23,25,57,-57,-57,-57,57,57,57,23,-24,-57
-57,-57,25,57,57,57,57,57,57,57,57,23,24,-24,-44,-57,57,57,57,57,-57,-44,-57,-104,57,57,57,57,57,57,57,57,57,57,57,20,29,25,57,-57,-44,-57,57,57,57,26,-27,-57
-57,-57,28,57,57,57,57,57,57,57,57,23,24,-24,-57,-57,57,57,57,57,-57,-44,-57,57,57,57,57,57,57,57,57,17,57,57,20,29,24,25,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,57,57,57,57,57,57,57,57,57,26,31,24,32,28,57,57,57,57,-57,-44,-57,57,57,57,57,-57,-57,-57,57,57,20,21,29,24,24,25,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,57,57,57,57,57,57,57,57,57,57,26,27,28,57,57,57,57,57,-57,-44,-57,57,57,57,57,-57,-44,-57,57,20,29,24,24,24,24,25,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,57,57,57,57,57,57,57,57,57,-57,-44,-57,57,57,57,57,-57,-44,-57,57,23,24,24,24,24,24,25,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,-44,-44,-44,-44,-44,-44,-44,-44,-57,57,57,57,57,57,57,57,57,57,-57,-44,-57,57,57,57,57,-57,-44,-57,57,23,24,24,24,24,24,25,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,-57,-57,-57,-57,-57,-57,-57,-44,-57,57,57,57,57,57,57,57,57,57,-57,-44,-57,57,57,57,57,-57,-44,-57,57,23,24,24,24,24,24,25,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,57,57,57,57,-104,-104,-57,-44,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-44,-57,57,57,57,57,-57,-44,-57,57,26,31,24,24,24,24,25,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,57,57,57,57,57,-104,-57,-44,-57,-57,-44,-44,-44,-44,-44,-44,-44,-57,-57,-44,-57,57,57,57,57,-57,-44,-57,57,57,23,24,24,24,32,28,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,57,57,57,57,57,57,-57,-44,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,-57,57,57,57,57,-57,-44,-57,57,57,26,31,24,24,25,57,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,57,57,57,57,57,57,-57,-44,-57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,-57,-44,-57,57,57,57,26,27,27,28,57,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,57,57,57,57,57,57,-57,-44,-57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,-57,-44,-57,57,57,57,57,57,57,10,11,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,57,57,57,57,57,57,-57,-57,-57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,-57,-44,-57,57,57,57,57,57,57,12,13,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,57,57,10,11,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,-57,-44,-57,57,57,57,57,57,57,57,57,57,-57,-44,-57,57,57,57,57,-57,-57
-57,-57,57,57,12,13,57,57,57,57,57,57,57,57,57,57,57,57,57,57,-57,-57,-57,-57,-57,-57,-57,-57,-44,-57,57,57,57,-57,-57,-57,57,57,57,-57,-44,-57,57,57,57,20,-57,-57
-57,-21,22,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,-57,-44,-44,-57,-57,-44,-44,-44,-44,-57,57,57,57,-57,-44,-57,57,57,57,-57,-44,-57,57,57,57,23,-57,-57
